Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,3667,3556,3,686.126219716375,1.1527999959071167,10438.76640000235,11930.778838287428,30.879968442607804,29.945232555744028,3,4,4,5,34,10000,10000,10000,10000,10000,10000
POST,/api/customer/owners,966,925,51,696.030776294075,1.501099999586586,10480.053999999654,57.92857142857143,8.13472852892259,7.789465723864799,51,53,55,56,65,10000,10000,10000,10000,10000,10000
GET,/api/customer/owners/[id],2818,2720,3,619.6785417317012,1.1295000003883615,10473.979899994447,154.62739531582682,23.73050206470379,22.90523975017541,3,4,4,5,15,9300,10000,10000,10000,10000,10000
GET,/api/vet/vets,1840,1681,3,4.152997228341163,1.1180000001331791,84.30570000200532,183.4163043478261,15.4947210074716,14.155775007369435,3,4,4,5,5,7,28,37,84,84,84
,Aggregated,9291,8882,3,531.9434100850386,1.1180000001331791,10480.053999999654,4798.121945969217,78.23992004370578,74.79571303715367,3,4,5,7,52,4600,10000,10000,10000,10000,10000
