Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,1402,0,2100.0,2108.8994060627892,138.0194000012125,4449.115600000368,526905.6433666191,11.806079892395243,0.0,2100,2400,2600,2700,3000,3200,3300,3400,3700,4400,4400
POST,/api/customer/owners,341,0,1300.0,1296.814777419197,22.20149999629939,2778.617199997825,145.69208211143695,2.8715215715454905,0.0,1300,1500,1700,1800,2100,2300,2500,2600,2800,2800,2800
GET,/api/customer/owners/[id],1016,0,1300.0,1267.2226029528574,3.433099998801481,4140.280999999959,310.25295275590554,8.555618524018236,0.0,1300,1500,1700,1800,2100,2200,2400,2500,2800,4100,4100
GET,/api/vet/vets,727,0,5,6.078988170797938,2.7031999998143874,34.781000002112705,653.0,6.121982939922497,0.0,5,5,6,7,9,15,23,27,35,35,35
,Aggregated,3486,0,1400.0,1345.613423809594,2.7031999998143874,4449.115600000368,212151.84767641997,29.355202927881464,0.0,1400,1800,2100,2200,2600,2900,3200,3300,3600,4400,4400
