Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,4233,4148,3,319.30579806275495,1.1253000047872774,10518.626700002642,7754.123316796598,35.630499759088345,34.915027876375724,3,4,4,5,7,36,10000,11000,11000,11000,11000
POST,/api/customer/owners,1042,1015,52,377.95413426101385,1.428800002031494,10567.185100000643,56.36180422264875,8.770843550429968,8.543576011215372,52,53,55,56,62,67,10000,11000,11000,11000,11000
GET,/api/customer/owners/[id],3070,2996,3,293.08293514652803,1.120599998102989,10508.647999995446,153.671661237785,25.841160940326297,25.21827953655296,3,4,4,5,7,35,10000,11000,11000,11000,11000
GET,/api/vet/vets,2073,1979,3,4.155164544083792,1.1636999988695607,45.91500000242377,162.30728412928124,17.449096621920656,16.657868892803172,3,4,4,5,6,7,22,36,45,46,46
,Aggregated,10418,10138,3,254.73487407365553,1.120599998102989,10567.185100000643,3233.8421961988865,87.69160087176526,85.33475231694723,3,4,5,6,49,55,9300,10000,11000,11000,11000
