Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,3832,3779,3,506.78601586636154,1.1266000001342036,10530.485600000247,6347.831941544885,32.27086805916134,31.82453298423035,3,4,4,5,7,3800,11000,11000,11000,11000,11000
POST,/api/customer/owners,918,909,51,519.5678764704893,1.4130999988992698,10585.569700000633,54.93790849673203,7.73086035446506,7.655067605891873,51,53,54,55,62,97,11000,11000,11000,11000,11000
GET,/api/customer/owners/[id],2862,2805,3,499.7207959819081,1.0890999983530492,10526.91230000346,153.93535988819008,24.10209404627342,23.622073305309904,3,4,4,5,7,3000,11000,11000,11000,11000,11000
GET,/api/vet/vets,1913,1803,3,4.062765237815006,1.0595999992801808,62.01900000451133,169.49817041296393,16.110169780056275,15.183813964161768,3,4,4,4,5,7,26,36,61,62,62
,Aggregated,9525,9296,3,404.92811668241194,1.0595999992801808,10585.569700000633,2639.384566929134,80.2139922399561,78.2854878595939,3,4,5,6,50,61,10000,11000,11000,11000,11000
