Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/customer/owners,1505,1337,4,1317.5746798671198,1.1463000046205707,10511.955000001763,71710.26112956811,12.656288958635004,11.2434939120897,4,5,6,22,7400,10000,10000,10000,10000,11000,11000
POST,/api/customer/owners,402,345,52,977.393683084419,1.4095000005909242,10455.604900002072,66.89303482587064,3.3806167185191174,2.9012755420126752,52,54,57,61,4500,9300,10000,10000,10000,10000,10000
GET,/api/customer/owners/[id],1118,936,4,1044.4483228085967,1.2056999985361472,10403.608200002054,175.86046511627907,9.401814654986003,7.871286687895258,4,5,6,9,5400,9300,10000,10000,10000,10000,10000
GET,/api/vet/vets,795,633,4,4.1974265409711125,1.24639999557985,34.66770000522956,243.73962264150944,6.685547988116165,5.323209907518908,4,4,5,5,6,7,20,23,35,35,35
,Aggregated,3820,3251,4,928.505846282733,1.1463000046205707,10511.955000001763,28361.575654450262,32.124268320256284,27.339266049516542,4,5,10,48,4400,9400,10000,10000,10000,11000,11000
